0-att_sum,1-att_sum,2-att_sum,3-att_sum,4-att_sum,5-att_sum,6-att_sum,0-att_cnt,1-att_cnt,2-att_cnt,3-att_cnt,4-att_cnt,5-att_cnt,6-att_cnt,0-att_sum_min,1-att_sum_min,2-att_sum_min,3-att_sum_min,4-att_sum_min,5-att_sum_min,6-att_sum_min,0-att_sum_max,1-att_sum_max,2-att_sum_max,3-att_sum_max,4-att_sum_max,5-att_sum_max,6-att_sum_max,0-att_sum_avg,1-att_sum_avg,2-att_sum_avg,3-att_sum_avg,4-att_sum_avg,5-att_sum_avg,6-att_sum_avg,7-att_sum
109208.28,134150.53,178528.68,232473.01,285754.19,312680.16000000003,336555.21,112.0,137.0,171.0,220.0,267.0,292.0,312.0,100.0,68.0,80.0,33.0,76.0,86.0,149.9,2137.0,3719.0,4809.0,3182.0,3076.0,2669.0,3757.0,975.0739285714287,979.2009489051096,1044.0273684210526,1056.6955,1070.2404119850187,1070.8224657534247,1078.702596153846,359176.94
3347.08,9842.62,16923.44,20766.54,25253.06,31667.28,31667.28,6.0,14.0,18.0,20.0,27.0,37.0,37.0,1003.08,87.2,405.94,1798.51,131.0,77.0,0.0,1079.7,1688.32,2866.17,2044.59,1789.35,1579.77,0.0,557.8466666666667,703.0442857142856,940.191111111111,1038.3269999999998,935.2985185185183,855.8724324324324,855.8724324324324,35623.02
104925.41,116873.0,135130.76,167501.05000000002,195665.09000000003,211681.71,251462.14,199.0,227.0,266.0,313.0,348.0,384.0,450.0,69.99,69.89,51.0,41.17,24.0,46.78,15.98,1106.39,1594.54,2038.45,5461.77,7555.38,4242.0,5862.36,527.2633668341708,514.8590308370044,508.0103759398497,535.147124600639,562.2560057471267,551.254453125,558.8047555555556,281121.76
7404.48,7404.48,7404.48,7404.48,7404.48,7404.48,7404.48,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.56,925.56,925.56,925.56,925.56,925.56,925.56,7404.48
94116.43,103342.1,117781.23,136391.15000000002,155399.31000000006,181738.86,186827.54,357.0,400.0,455.0,514.0,586.0,679.0,704.0,20.0,15.0,24.0,42.5,15.0,4.99,21.98,4790.0,858.07,2596.25,1380.0,1346.9,1726.28,623.08,263.631456582633,258.35525,258.85984615384615,265.3524319066148,265.18653583617754,267.65664212076587,265.3800284090909,208072.05
10263.82,11456.0,11456.0,11456.0,11456.0,11456.0,11456.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,17.49,130.0,0.0,0.0,0.0,0.0,0.0,966.54,729.88,0.0,0.0,0.0,0.0,0.0,513.191,477.33333333333326,477.33333333333326,477.33333333333326,477.33333333333326,477.33333333333326,477.33333333333326,11456.0
18004.559999999998,18004.559999999998,18004.559999999998,18004.559999999998,18004.559999999998,18004.559999999998,18004.559999999998,44.0,44.0,44.0,44.0,44.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.1945454545454,409.1945454545454,409.1945454545454,409.1945454545454,409.1945454545454,409.1945454545454,409.1945454545454,18004.559999999998
52355.71,66848.09,72239.93,87914.78,109360.24,130236.72,142777.3,105.0,130.0,147.0,174.0,223.0,281.0,310.0,43.0,4.0,5.0,23.9,39.8,20.0,39.0,1954.0,2835.01,863.4,2430.93,1405.48,1888.39,1346.0,498.6258095238095,514.2160769230769,491.4280952380952,505.25735632183915,490.40466367713,463.4758718861209,460.57193548387085,160906.15999999995
50011.08,59981.10000000001,65616.53,68531.55,77367.38,89035.22,94966.54,254.0,293.0,324.0,345.0,367.0,407.0,433.0,14.0,30.0,29.9,14.0,33.0,24.0,27.99,894.0,1688.4,900.86,764.62,3830.01,4290.0,1349.0,196.8940157480315,204.71365187713315,202.52015432098761,198.64217391304348,210.8102997275205,218.7597542997543,219.32226327944574,97916.24
2520.1,2520.1,2520.1,2520.1,2520.1,2520.1,2520.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0333333333333,840.0333333333333,840.0333333333333,840.0333333333333,840.0333333333333,840.0333333333333,840.0333333333333,2520.1
30544.76,33358.450000000004,39563.69,44899.10000000001,48687.81000000001,77233.46,84065.20000000001,128.0,142.0,162.0,174.0,195.0,240.0,261.0,29.8,29.99,27.9,120.97,43.98,20.0,32.99,1690.0,429.4,2254.28,1207.72,680.0,15994.0,1699.44,238.6309375,234.91866197183103,244.2203086419753,258.0408045977012,249.6810769230769,321.80608333333333,322.08888888888896,87723.20000000001
2294.26,4838.26,6732.16,7940.96,11391.96,11729.96,11729.96,19.0,29.0,35.0,42.0,54.0,59.0,59.0,0.0,60.0,37.0,36.0,37.0,32.0,0.0,0.0,608.0,1282.9,405.0,1155.0,104.0,0.0,120.75052631578946,166.8365517241379,192.34742857142857,189.0704761904762,210.96222222222218,198.81288135593215,198.81288135593215,11729.96
1508.25,2050.25,2050.25,2050.25,2050.25,2050.25,2050.25,2.0,3.0,3.0,3.0,3.0,3.0,3.0,28.5,542.0,0.0,0.0,0.0,0.0,0.0,28.5,542.0,0.0,0.0,0.0,0.0,0.0,754.125,683.4166666666666,683.4166666666666,683.4166666666666,683.4166666666666,683.4166666666666,683.4166666666666,2050.25
843.0,843.0,843.0,843.0,843.0,843.0,843.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,843.0
137009.47,215620.92,235287.66,262727.77,284153.24,313317.65,363099.65,306.0,365.0,402.0,450.0,498.0,546.0,603.0,5.0,4.0,4.0,28.0,29.6,67.1,28.0,1593.35,29798.28,1298.85,2271.4,1780.67,1420.44,8473.7,447.7433660130719,590.7422465753424,585.2926865671642,583.8394888888888,570.5888353413653,573.8418498168497,602.1553067993366,384495.72
184.7,184.7,184.7,184.7,184.7,580.46,580.46,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,185.16,0.0,0.0,0.0,0.0,0.0,0.0,210.6,0.0,184.7,184.7,184.7,184.7,184.7,193.48666666666668,193.48666666666668,580.46
3107.4,3107.4,3107.4,51023.52,52343.52,55606.36,64266.58,3.0,3.0,3.0,27.0,29.0,35.0,51.0,0.0,0.0,0.0,48.0,534.0,86.0,49.99,0.0,0.0,0.0,13543.32,786.0,1199.0,2829.47,1035.8,1035.8,1035.8,1889.76,1804.9489655172413,1588.7531428571426,1260.1290196078432,66688.03
2086.100000000001,2304.100000000001,3312.350000000001,6256.35,6568.83,12028.58,25975.2,18.0,20.0,23.0,24.0,26.0,47.0,73.0,38.0,43.0,120.8,2944.0,105.5,5.99,3.9,340.28,175.0,676.0,2944.0,206.98,820.0,2916.72,115.89444444444445,115.205,144.0152173913044,260.68125000000003,252.6473076923077,255.92723404255318,355.82465753424657,27289.71
1061.8,1061.8,1061.8,1061.8,1061.8,1061.8,1061.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.9,530.9,530.9,530.9,530.9,530.9,530.9,1061.8
440.0,492.0,540.0,540.0,540.0,580.0,580.0,4.0,5.0,6.0,6.0,6.0,7.0,7.0,0.0,52.0,48.0,0.0,0.0,40.0,0.0,0.0,52.0,48.0,0.0,0.0,40.0,0.0,110.0,98.4,90.0,90.0,90.0,82.85714285714286,82.85714285714286,580.0
2598.88,2598.88,2598.88,2598.88,2598.88,2598.88,2598.88,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.2685714285714,371.2685714285714,371.2685714285714,371.2685714285714,371.2685714285714,371.2685714285714,371.2685714285714,2598.88
2116.55,2116.55,2116.55,5967.93,31196.86,61856.88000000001,69066.54000000001,8.0,8.0,8.0,16.0,63.0,114.0,132.0,0.0,0.0,0.0,54.5,5.9,80.0,26.45,0.0,0.0,0.0,1124.12,2084.0,2293.65,1547.1,264.56875,264.56875,264.56875,372.995625,495.188253968254,542.6042105263158,523.2313636363637,69066.54000000001
54849.64,65185.25,89667.70999999998,105981.16,112789.94999999998,146087.81,169485.7,61.0,73.0,95.0,117.0,141.0,197.0,236.0,239.0,136.17,71.9,24.0,26.0,12.99,25.9,2281.0,3452.57,3400.0,2868.6,1454.59,5844.35,3405.42,899.1744262295082,892.9486301369863,943.8706315789473,905.8218803418804,799.9287234042553,741.5624873096448,718.159745762712,181875.9
1177.2,1177.2,1177.2,1177.2,1177.2,1177.2,1177.2,12.0,12.0,12.0,12.0,12.0,12.0,12.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,98.1,98.1,98.1,98.1,98.1,98.1,98.1,1177.2
73514.79999999999,88648.48999999998,115825.83,147973.69999999998,155047.69999999998,161800.99999999994,168944.71999999994,176.0,202.0,245.0,313.0,322.0,344.0,371.0,41.3,23.1,75.9,0.6,49.99,52.99,12.0,1628.54,1684.89,2659.27,3598.22,2716.93,1195.0,1293.35,417.6977272727272,438.8539108910891,472.75848979591836,472.75942492012774,481.51459627329183,470.35174418604635,455.3766037735848,184089.91
14646.14,20390.79,22861.21,23363.87,25634.34,25694.34,31052.15,42.0,54.0,62.0,64.0,71.0,72.0,91.0,54.0,28.0,166.7,191.5,51.8,60.0,49.99,2642.11,1117.4,571.98,311.16,587.3,60.0,776.0,348.7176190476191,377.6072222222222,368.7291935483872,365.06046875,361.0470422535211,356.8658333333333,341.23241758241767,31052.15
23415.42,24411.51,33116.28,43564.33,48206.24000000001,53250.93000000001,59743.71000000001,30.0,34.0,46.0,56.0,66.0,78.0,88.0,27.79,37.0,144.0,216.0,70.0,39.99,156.0,1707.0,441.09,2476.35,2659.0,1135.73,1272.0,1800.0,780.5139999999999,717.985588235294,719.9191304347826,777.9344642857143,730.3975757575759,682.7042307692309,678.9057954545456,73158.72
2194.29,3639.29,7649.08,7649.08,7649.08,7649.08,7649.08,12.0,17.0,29.0,29.0,29.0,29.0,29.0,5.0,110.0,50.0,0.0,0.0,0.0,0.0,310.0,680.0,677.52,0.0,0.0,0.0,0.0,182.8575,214.07588235294116,263.7613793103448,263.7613793103448,263.7613793103448,263.7613793103448,263.7613793103448,7649.08
51169.98,60640.26,60817.06999999999,60817.06999999999,76820.29,76820.29,76820.29,86.0,111.0,112.0,112.0,144.0,144.0,144.0,103.79,31.0,176.81,0.0,31.0,0.0,0.0,2428.52,1059.34,176.81,0.0,1490.44,0.0,0.0,594.9997674418604,546.3086486486486,543.0095535714286,543.0095535714286,533.4742361111109,533.4742361111109,533.4742361111109,76820.29
90242.26,107911.01,128429.37,150144.7,162578.89,172119.67,184579.45,273.0,318.0,362.0,414.0,478.0,509.0,552.0,20.0,20.0,33.98,15.9,24.0,3.0,36.0,1148.36,1873.68,2400.0,2529.0,722.0,2182.0,1769.94,330.55772893772894,339.34279874213837,354.7772651933702,362.66835748792266,340.1232008368201,338.15259332023584,334.3830615942029,201138.96
124846.22,145395.59,150754.75,175894.98,189873.07,203339.25,231293.49,283.0,334.0,347.0,393.0,419.0,448.0,491.0,22.04,27.0,12.7,75.0,55.0,32.97,50.0,3263.24,2798.34,2227.03,2964.69,3802.02,2583.4,3825.0,441.15272084805656,435.31613772455086,434.45172910662825,447.5699236641221,453.15768496420054,453.88225446428567,471.0661710794297,241037.73
4222.1500000000015,4222.1500000000015,5705.1500000000015,6117.1500000000015,10590.09,11494.9,11494.9,31.0,31.0,38.0,40.0,54.0,58.0,58.0,62.99,0.0,110.0,104.0,34.0,119.98,0.0,125.98,0.0,399.0,308.0,920.0,431.0,0.0,136.19838709677418,136.19838709677418,150.13552631578952,152.92875,196.11277777777775,198.18793103448277,198.18793103448277,11494.9
3288.71,3288.71,3288.71,3288.71,3288.71,3288.71,3288.71,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.05916666666667,274.05916666666667,274.05916666666667,274.05916666666667,274.05916666666667,274.05916666666667,274.05916666666667,3288.71
45690.38000000001,49503.60000000001,57221.17000000001,57661.72000000001,58996.72000000001,58996.72000000001,58996.72000000001,90.0,96.0,106.0,107.0,108.0,108.0,108.0,98.0,305.3,260.96,440.55,1335.0,0.0,0.0,1480.0,1178.66,1335.0,440.55,1335.0,0.0,0.0,507.67088888888895,515.6625,539.8223584905661,538.8945794392524,546.265925925926,546.265925925926,546.265925925926,58996.72000000001
28133.61,28133.61,28133.61,28133.61,28133.61,28133.61,28133.61,28.0,28.0,28.0,28.0,28.0,28.0,28.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.7717857142856,1004.7717857142856,1004.7717857142856,1004.7717857142856,1004.7717857142856,1004.7717857142856,1004.7717857142856,28133.61
28062.45,41393.78,42946.58,53801.76,61440.67,69941.59,75486.01999999999,45.0,59.0,63.0,91.0,117.0,144.0,162.0,342.0,191.0,240.0,12.99,33.98,5.0,35.0,342.0,2495.0,564.8,1999.0,825.6,1287.0,922.17,623.61,701.5894915254237,681.6917460317461,591.2281318681319,525.1339316239316,485.70548611111116,465.963086419753,82537.62999999999
33519.49,39235.1,44583.02,48276.28,54361.21,68807.0,88709.33,95.0,115.0,123.0,136.0,143.0,159.0,178.0,34.0,50.0,124.57,47.8,239.78,28.57,43.8,1592.1,711.0,2269.37,1096.91,2498.0,3569.5,6000.0,352.83673684210527,341.17478260869564,362.46357723577233,354.9726470588235,380.1483216783217,432.748427672956,498.3670224719101,101739.07
4889.26,5479.1500000000015,5479.1500000000015,5760.0700000000015,5760.0700000000015,7377.19,8970.87,20.0,24.0,24.0,26.0,26.0,33.0,43.0,35.0,82.1,0.0,55.99,0.0,30.99,12.99,628.37,211.29,0.0,224.93,0.0,842.61,348.0,244.463,228.29791666666668,228.29791666666668,221.54115384615383,221.54115384615383,223.55121212121213,208.62488372093026,12525.55
1404.5,1404.5,1404.5,1679.1,1679.1,1679.1,1679.1,7.0,7.0,7.0,9.0,9.0,9.0,9.0,584.5,0.0,0.0,117.0,0.0,0.0,0.0,584.5,0.0,0.0,157.6,0.0,0.0,0.0,200.64285714285717,200.64285714285717,200.64285714285717,186.56666666666663,186.56666666666663,186.56666666666663,186.56666666666663,1679.1
29061.01,40583.9,43717.16,45792.31000000001,48206.29000000001,51421.51000000001,56746.72000000001,105.0,142.0,157.0,175.0,192.0,206.0,223.0,24.99,12.0,10.0,25.0,23.9,44.0,35.0,913.7,1618.98,580.28,239.0,383.59,1212.25,964.56,276.77152380952384,285.80211267605637,278.45324840764334,261.6703428571429,251.07442708333335,249.6189805825244,254.4695964125561,57203.72000000001
37260.17,37260.17,37260.17,37260.17,37260.17,37260.17,37260.17,37.0,37.0,37.0,37.0,37.0,37.0,37.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,3003.19,0.0,0.0,0.0,0.0,0.0,0.0,1007.0316216216215,1007.0316216216215,1007.0316216216215,1007.0316216216215,1007.0316216216215,1007.0316216216215,1007.0316216216215,37260.17
10594.14,11816.48,14103.48,20527.58,25411.08,31423.28,42581.18,27.0,30.0,36.0,50.0,58.0,77.0,94.0,402.0,75.34,55.0,39.9,96.0,60.0,48.0,402.0,773.0,745.0,1281.4,1875.5,771.45,3427.0,392.3755555555555,393.8826666666666,391.76333333333326,410.5516,438.12206896551726,408.09454545454554,452.9912765957447,43478.18
11828.0,11828.0,11828.0,24529.0,24704.0,29464.0,30908.0,22.0,22.0,22.0,30.0,32.0,39.0,41.0,200.0,0.0,0.0,40.0,45.0,100.0,144.0,200.0,0.0,0.0,6265.0,130.0,1920.0,1300.0,537.6363636363636,537.6363636363636,537.6363636363636,817.6333333333333,772.0,755.4871794871794,753.8536585365854,33053.0
16459.51,21157.86,21177.85,23540.620000000006,24438.74,28743.82,28743.82,100.0,130.0,131.0,143.0,146.0,162.0,162.0,16.99,5.5,19.99,29.99,79.99,50.0,0.0,723.67,1042.57,19.99,644.22,484.13,482.0,0.0,164.59509999999997,162.75276923076925,161.66297709923666,164.6197202797203,167.3886301369863,177.43098765432097,177.43098765432097,28743.82
63421.76,76472.19,81210.21,81210.21,81210.21,81210.21,81210.21,158.0,192.0,214.0,214.0,214.0,214.0,214.0,25.0,20.0,22.0,0.0,0.0,0.0,0.0,2135.0,1901.72,1014.47,0.0,0.0,0.0,0.0,401.4035443037975,398.29265625,379.4869626168224,379.4869626168224,379.4869626168224,379.4869626168224,379.4869626168224,81210.21
5299.01,10529.01,12720.17,14436.17,15592.69,25222.21,25222.21,14.0,23.0,32.0,42.0,49.0,74.0,74.0,30.0,28.0,30.0,5.0,29.8,43.0,0.0,1500.0,2058.0,526.26,506.0,342.72,1991.04,0.0,378.50071428571437,457.7830434782609,397.5053125,343.71833333333336,318.21816326530615,340.84067567567564,340.84067567567564,25222.21
98869.73,110144.24,128559.11,166296.02,202984.09,218500.42,224798.99,297.0,330.0,373.0,435.0,550.0,590.0,621.0,28.99,39.99,37.0,29.49,24.0,4.99,15.89,1874.48,1592.25,2099.37,3045.03,2265.47,3280.02,462.74,332.89471380471383,333.7704242424242,344.6624932975871,382.2897011494253,369.0619818181818,370.3396949152542,361.995152979066,224798.99
12538.7,14284.7,16212.22,17932.300000000007,24401.000000000004,33912.05,46707.74000000001,29.0,33.0,45.0,59.0,71.0,95.0,116.0,85.88,59.9,30.0,31.0,64.99,32.0,31.0,647.89,1015.6,316.0,268.0,2592.0,3690.0,3571.0,432.36896551724135,432.86969696969703,360.27155555555566,303.9372881355933,343.67605633802816,356.9689473684211,402.6529310344828,47687.72000000001
9445.32,11857.6,17465.5,17695.48,18984.48,20185.48,21731.48,19.0,28.0,51.0,54.0,58.0,64.0,68.0,85.0,15.9,35.0,50.0,205.0,105.0,35.0,408.0,731.6,984.0,119.98,470.0,345.0,755.0,497.1221052631579,423.4857142857143,342.4607843137255,327.69407407407414,327.3186206896552,315.398125,319.5805882352941,23520.48
3857.37,4478.5700000000015,4992.800000000001,6845.040000000001,7835.790000000001,10110.3,11353.77,8.0,10.0,12.0,17.0,20.0,27.0,31.0,46.99,151.6,207.65,59.99,48.95,73.3,65.0,595.3,469.6,306.58,824.9,741.85,728.0,634.0,482.17125,447.85700000000014,416.0666666666668,402.64941176470586,391.7895,374.45555555555563,366.25064516129027,11353.77
889.22,953.84,2026.26,2026.26,2026.26,2713.890000000001,2713.890000000001,5.0,6.0,8.0,8.0,8.0,9.0,9.0,0.0,64.62,154.73,0.0,0.0,687.63,0.0,0.0,64.62,917.69,0.0,0.0,687.63,0.0,177.84400000000002,158.97333333333333,253.28250000000003,253.28250000000003,253.28250000000003,301.5433333333333,301.5433333333333,2713.890000000001
76816.45,96589.25,116916.7,134262.69,156647.97,170326.75,193844.33,129.0,159.0,195.0,233.0,271.0,294.0,333.0,278.0,54.0,10.0,25.0,20.0,0.94,35.0,1524.38,2355.64,1731.0,1489.73,3024.84,2067.05,2173.0,595.4763565891473,607.4795597484276,599.5728205128205,576.2347210300429,578.0367896678966,579.3426870748299,582.1151051051053,206233.53000000003
18642.910000000003,23713.640000000007,27370.060000000005,32186.330000000005,37705.67000000001,41281.650000000016,49775.52000000001,54.0,62.0,71.0,79.0,95.0,101.0,115.0,115.0,34.8,84.8,178.65,50.0,103.89,159.9,191.0,3721.0,813.3,1526.04,1026.08,1187.27,1396.0,345.2390740740741,382.47806451612917,385.49380281690145,407.42189873417726,396.9017894736843,408.72920792079213,432.8306086956522,59033.26000000001
43303.85000000001,45546.45,45546.45,45546.45,45546.45,45546.45,45546.45,191.0,203.0,203.0,203.0,203.0,203.0,203.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,1212.18,515.2,0.0,0.0,0.0,0.0,0.0,226.72172774869114,224.36674876847286,224.36674876847286,224.36674876847286,224.36674876847286,224.36674876847286,224.36674876847286,45546.45
16661.14,16661.14,16661.14,16661.14,16661.14,16661.14,16661.14,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.428333333333,1388.428333333333,1388.428333333333,1388.428333333333,1388.428333333333,1388.428333333333,1388.428333333333,16661.14
59795.32,59795.32,59795.32,59795.32,59795.32,59795.32,59795.32,152.0,152.0,152.0,152.0,152.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.39026315789465,393.39026315789465,393.39026315789465,393.39026315789465,393.39026315789465,393.39026315789465,393.39026315789465,59795.32
13020.31,13020.31,13020.31,13020.31,13020.31,13020.31,13020.31,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0206666666667,868.0206666666667,868.0206666666667,868.0206666666667,868.0206666666667,868.0206666666667,868.0206666666667,13020.31
30126.63,30363.63,30363.63,30363.63,32263.63,32263.63,40253.63,27.0,29.0,29.0,29.0,30.0,30.0,31.0,0.0,68.0,0.0,0.0,1900.0,0.0,7990.0,0.0,169.0,0.0,0.0,1900.0,0.0,7990.0,1115.801111111111,1047.021724137931,1047.021724137931,1047.021724137931,1075.4543333333334,1075.4543333333334,1298.504193548387,40253.63
